Year,Scenario,Africa,Asia-Pacific Developed,Eastern Asia,Europe,Eurasia,Latin America and Caribbean,Middle East,North America,Southern Asia,South-East Asia and Developing Pacific,Global
2092,ssp370,4.550769272,0.106702232,6.176426315,1.632154388,1.983361359,3.303651199,7.508315048,0.365384293,13.11282639,4.832583733,0.860317039
2093,ssp370,4.272281113,0.038735771,6.210219193,1.492419739,2.165209122,2.98467804,7.297662125,0.080181122,13.07283844,5.354982491,0.686893226
2094,ssp370,4.26325325,-0.034134865,6.273306656,1.604492493,2.334539719,3.182665024,7.541991959,0.401573181,13.378974,5.481709404,0.754112791
2095,ssp370,4.370472946,0.10274868,6.136700058,1.372585602,1.99204895,3.411086426,7.212664566,0.315608215,13.11266541,4.87452404,0.691981288
2096,ssp370,4.540400925,-0.140525246,6.131867599,1.670030518,2.229978104,3.162413177,7.696822128,0.11581192,13.01707367,5.640560646,0.695803508
2097,ssp370,4.29809288,-0.148941231,6.042082596,1.585976715,2.009398575,2.996743927,6.867361221,0.221339798,13.48367065,5.121332283,0.494593892
2098,ssp370,4.356039658,-0.135684395,5.929201889,1.420541687,1.818193359,3.058826218,6.974474106,0.073559952,13.54259705,4.899675484,0.390009239
2099,ssp370,4.438237991,-0.31015873,6.152988052,1.402273865,2.080346603,3.011660156,7.107387314,0.033336639,13.50594315,5.922723885,0.455785403
2100,ssp370,4.426117172,0.198755074,6.01101799,1.442711945,1.875002975,3.154821548,7.095551071,0.032276917,13.7575148,5.862025185,0.500035166
2015,ssp370-lowNTCF,0.31784996,-0.033696938,0.509916306,0.054397125,0.537055893,0.191358337,0.088536606,-0.213207626,1.259055939,1.280924339,0.176758485
2016,ssp370-lowNTCF,0.082339325,0.203909874,0.57514534,0.003480453,0.349414368,0.380286942,0.324094925,-0.107361984,1.672232666,0.961157341,0.123759747
2017,ssp370-lowNTCF,0.300899353,0.044246101,0.773961258,0.121026535,0.465830536,0.417482147,0.335030899,-0.201970291,1.96281189,0.865231438,0.191940317
2018,ssp370-lowNTCF,0.00618042,-0.119187355,0.757436752,-0.276168137,0.366115875,0.309053574,0.126347122,-0.259347916,2.010813751,1.844360847,0.071487644
2019,ssp370-lowNTCF,0.063987961,0.199382973,0.816369247,-0.012348633,0.542594833,0.112784348,0.548693619,-0.141987991,2.266232147,1.641446419,0.133893919
2020,ssp370-lowNTCF,0.434336319,-0.1052351,1.229983139,-0.104743271,0.618194122,0.305141983,0.535608444,-0.161734772,2.519267883,1.510361977,0.15835555
2021,ssp370-lowNTCF,0.16835083,-0.199102592,1.212549973,-0.131628494,0.528322906,0.096851501,0.318240891,-0.38015213,2.689681854,1.415255089,0.041334508
2022,ssp370-lowNTCF,-0.156167374,-0.16339016,1.120122147,-0.190748291,0.336242981,-0.050211945,0.047003708,-0.594817352,2.85193161,1.984176369,-0.104623172
2023,ssp370-lowNTCF,0.052372208,-0.510654259,1.158178329,-0.421292953,0.170255203,0.0922258,0.367797623,-0.571980667,2.805275574,1.270528145,-0.131049088
2024,ssp370-lowNTCF,-0.170697937,-0.514004326,1.429434586,-0.685952454,0.049393005,-0.060373535,0.231065903,-0.921852875,2.785059967,1.441975136,-0.280468788
2025,ssp370-lowNTCF,-0.034122238,-0.8314394,0.848812485,-0.829234009,-0.065563278,-0.24044899,-0.068956223,-1.062113571,2.794903412,0.5830373,-0.530021349
2026,ssp370-lowNTCF,-0.28322731,-0.626759911,1.026423264,-0.985257416,-0.239896088,-0.185751953,-0.093796005,-1.264251709,2.894937744,0.588611717,-0.499215697
2027,ssp370-lowNTCF,-0.314061508,-1.078809166,0.915395737,-1.462984543,-0.554074936,-0.609350433,-0.255074539,-1.823886871,3.276114502,1.07382061,-0.825620269
2028,ssp370-lowNTCF,-0.768599472,-0.992311668,0.822576523,-1.748144608,-0.749510651,-0.853521957,-0.836001053,-1.899975967,2.873329773,1.207196159,-1.003568982
2029,ssp370-lowNTCF,-0.689539108,-1.170953941,0.866406631,-1.803186111,-0.964222794,-0.890433731,-0.641620865,-2.255531311,3.287286224,0.566042442,-1.156956445
2030,ssp370-lowNTCF,-0.883387146,-1.384529686,0.830296707,-2.327949219,-1.000368958,-0.887049713,-1.015779343,-2.462266541,3.52356781,0.448531456,-1.295483109
2031,ssp370-lowNTCF,-0.872506866,-1.687955284,0.74636879,-2.447466354,-1.166843872,-1.266982117,-1.038669815,-2.565968323,3.451703491,0.644952507,-1.566333857
2032,ssp370-lowNTCF,-1.265964279,-1.536976051,0.702574539,-2.387593918,-1.181520538,-1.453908768,-1.455411758,-2.782075119,3.039478912,0.63150341,-1.678453984
2033,ssp370-lowNTCF,-1.135346375,-1.50116787,0.630734634,-2.451766663,-1.212827759,-1.250947037,-1.215163651,-2.7569767,2.89059433,-0.05058506,-1.651697167
2034,ssp370-lowNTCF,-1.157000504,-1.273902702,0.555465317,-2.502842789,-1.229393463,-1.215492859,-1.198932877,-2.83773613,2.990115967,0.171372719,-1.516523561
2035,ssp370-lowNTCF,-1.200684891,-1.48237133,0.66218071,-2.435870438,-1.291215591,-1.381958618,-1.318000259,-2.645508194,3.072098389,0.315445824,-1.644797956
2036,ssp370-lowNTCF,-1.109187851,-1.460056496,0.598270035,-2.625105743,-1.308115845,-1.475297775,-1.026758804,-2.704826736,3.17085022,-0.307414894,-1.683440956
2037,ssp370-lowNTCF,-1.24406601,-1.534943962,0.705437088,-2.745889359,-1.486045151,-1.543330612,-1.278119888,-2.914413452,3.20957016,0.074323387,-1.773867159
2038,ssp370-lowNTCF,-1.503637085,-1.694426537,0.833010483,-2.702896957,-1.569019775,-1.889975204,-1.617342606,-3.107017136,3.081706848,0.289031715,-1.985837104
2039,ssp370-lowNTCF,-1.5706884,-1.70017128,0.559996414,-3.009516602,-1.67107132,-1.984494629,-1.546402206,-3.08873024,3.458604279,-0.031809502,-2.046083576
2040,ssp370-lowNTCF,-1.610497818,-1.649822617,0.686230087,-2.720607071,-1.544567947,-1.787871399,-1.740234604,-3.01224823,3.074778595,-0.246627312,-2.035330709
2041,ssp370-lowNTCF,-1.513478241,-2.028748512,0.365565109,-3.087344818,-1.851051788,-1.819702759,-1.643789902,-3.252131271,2.847905579,-1.239415627,-2.171773152
2042,ssp370-lowNTCF,-1.80435463,-1.99372139,0.342336655,-3.386240082,-1.973725586,-2.185705032,-2.149889603,-3.45831604,2.750811615,-0.799460487,-2.332642337
2043,ssp370-lowNTCF,-2.270019684,-2.087540245,0.211118698,-3.363302689,-2.193825607,-2.325700607,-3.050255051,-3.533422089,2.371916809,-0.819816856,-2.571320672
2044,ssp370-lowNTCF,-2.238865051,-2.247305298,-0.045882034,-3.376282196,-2.100815659,-2.396995773,-2.79294838,-3.491012573,1.950228729,-1.737653999,-2.610783179
2045,ssp370-lowNTCF,-2.142159805,-2.221891403,-0.081053543,-3.496093445,-2.308983307,-2.262293854,-2.908639755,-3.741063309,2.058516541,-1.973863106,-2.690696178
2046,ssp370-lowNTCF,-2.15515152,-2.28519268,-0.191134262,-3.735860519,-2.327121048,-2.43323349,-3.045932236,-3.859375,2.135641327,-2.306297569,-2.813745413
2047,ssp370-lowNTCF,-2.746907959,-2.587862015,-0.366864395,-4.080634766,-2.638371735,-2.747443237,-4.084883347,-3.982249832,1.961434784,-1.22145031,-2.973822718
2048,ssp370-lowNTCF,-2.782293091,-2.603111458,-0.318574905,-3.983207779,-2.588950424,-2.801120224,-4.090710678,-3.943919373,1.539447632,-2.667503624,-3.122214468
2049,ssp370-lowNTCF,-2.915465317,-2.532905769,-0.432890701,-4.251934128,-2.794002991,-2.795308151,-4.140317764,-4.308784103,1.386774292,-2.90827549,-3.298412671
2050,ssp370-lowNTCF,-3.002873383,-2.705364609,-0.791897964,-4.215675049,-2.9419133,-3.02359127,-4.55159935,-4.381148529,1.154687347,-2.789264946,-3.412115321
2051,ssp370-lowNTCF,-2.947896347,-2.787675858,-0.456019974,-4.449963074,-3.093416672,-3.063115158,-4.489103165,-4.313234329,1.456073608,-2.843493538,-3.431855834
2052,ssp370-lowNTCF,-3.19337822,-2.612826157,-0.617648697,-4.291873627,-2.955660706,-3.42045578,-4.611751022,-4.364178848,1.720535889,-2.702041512,-3.461935323
2053,ssp370-lowNTCF,-3.218143997,-2.798524284,-0.614738846,-4.468333893,-2.979484253,-3.274906578,-4.966626968,-4.540978241,1.22877182,-2.798039894,-3.586502045
2054,ssp370-lowNTCF,-3.110626755,-2.883566093,-0.56642952,-4.265385132,-3.062591248,-3.221193924,-4.788005295,-4.35207901,1.699617615,-2.50912159,-3.478719453
2055,ssp370-lowNTCF,-3.39718338,-2.792680931,-0.741830826,-4.241660385,-2.81781929,-3.564046326,-4.930120316,-4.23262825,2.134870758,-2.412063484,-3.579928315
2056,ssp370-lowNTCF,-2.90392662,-2.632011414,-0.674284744,-4.373988037,-3.005231552,-3.082451286,-4.592389908,-4.568696976,2.070927277,-3.276837425,-3.528018524
2057,ssp370-lowNTCF,-2.950937042,-2.685456276,-0.508838272,-4.201570206,-2.91291626,-2.88756813,-4.392223587,-4.538799667,2.413293304,-3.246029167,-3.430833961
2058,ssp370-lowNTCF,-3.013770828,-2.670265388,-0.465800095,-4.266227036,-2.900141983,-3.119362488,-4.517629471,-4.530450821,2.484263458,-2.404087334,-3.411891621
2059,ssp370-lowNTCF,-3.003645096,-2.745765495,-0.839222336,-4.369639664,-2.891968994,-3.178766861,-4.445394363,-4.315746307,2.417841949,-2.898735313,-3.424111296
2060,ssp370-lowNTCF,-2.996572647,-2.67814827,-0.610194016,-4.274300842,-2.933029251,-3.141070976,-4.620466843,-4.533852768,2.767018738,-3.194323997,-3.527342845
2061,ssp370-lowNTCF,-2.918115768,-3.034486198,-0.508323288,-4.166184692,-2.879202728,-3.173851814,-4.396348038,-4.551686096,3.196162262,-3.136741905,-3.609385545
2062,ssp370-lowNTCF,-2.989090118,-2.784571648,-0.745559311,-4.488713913,-3.067237549,-3.322177162,-4.322651901,-4.66517601,2.737662354,-2.5297118,-3.69823783
2063,ssp370-lowNTCF,-3.119197998,-2.865500641,-0.724625778,-4.400456314,-2.961674194,-3.292217865,-4.907928696,-4.453556442,2.490305176,-3.000898247,-3.664584638
2064,ssp370-lowNTCF,-3.135367355,-2.832612228,-0.627035904,-4.106939011,-2.933526306,-3.243931427,-4.822963943,-4.413507462,2.98063797,-3.477277641,-3.712713574
2065,ssp370-lowNTCF,-2.915818176,-2.836215019,-0.777210617,-4.282798843,-2.908404236,-3.267675819,-4.36262001,-4.579003906,2.925845947,-3.165001945,-3.683166247
2066,ssp370-lowNTCF,-3.118433151,-2.718087006,-0.651205063,-4.463882523,-2.938879852,-3.412006035,-4.725728073,-4.57660675,3.047321167,-2.385082512,-3.699335823
2067,ssp370-lowNTCF,-2.997680817,-2.587846756,-0.568990707,-4.346538239,-2.874765472,-3.324802818,-4.710144272,-4.547575378,3.407694855,-2.774196892,-3.671971445
2068,ssp370-lowNTCF,-2.982987747,-2.597571754,-0.635567093,-4.398890381,-3.083316116,-3.434490814,-4.702735367,-4.580043793,3.633611145,-2.347226982,-3.673446734
2069,ssp370-lowNTCF,-3.2911203,-2.54596138,-0.639225388,-4.337637787,-2.928419952,-3.519120255,-4.994301834,-4.430617905,4.140801849,-2.783046608,-3.719638279
2070,ssp370-lowNTCF,-2.695871506,-2.764031219,-0.450984573,-4.175105743,-2.995207672,-3.174553719,-4.148282852,-4.603695679,3.889503326,-3.698604851,-3.602162135
2071,ssp370-lowNTCF,-2.845533524,-2.760502625,-0.665613174,-4.401483612,-2.851343613,-3.235523834,-4.52285408,-4.498787308,3.70701355,-3.135636024,-3.64438035
2072,ssp370-lowNTCF,-3.173840103,-2.998174667,-0.846120834,-4.364108353,-2.828669434,-3.507713547,-4.888032761,-4.52676506,4.001441803,-2.84229496,-3.809462746
2073,ssp370-lowNTCF,-3.311689529,-2.809049034,-0.727145004,-4.528707962,-2.882507782,-3.698745575,-4.781305923,-4.599200821,4.257874146,-2.79246624,-3.87900221
2074,ssp370-lowNTCF,-2.810626755,-2.798546028,-0.977624893,-4.510774689,-3.277686386,-3.430351295,-4.738813248,-4.871775818,4.110354462,-2.857684212,-3.84141544
2075,ssp370-lowNTCF,-2.985030899,-2.857011223,-0.688792801,-4.233340149,-2.887556534,-3.408823433,-4.802614059,-4.705499649,4.371523895,-3.082832222,-3.811389156
2076,ssp370-lowNTCF,-2.959414063,-2.962064362,-0.967595291,-4.513443069,-3.206909256,-3.501624908,-4.915654221,-4.918710709,4.340156403,-3.220892601,-3.931231508
2077,ssp370-lowNTCF,-3.14077774,-2.880427933,-0.95487175,-4.399045639,-2.973183136,-3.565132179,-5.02075676,-4.704992294,4.340834656,-2.722981911,-3.850606856
2078,ssp370-lowNTCF,-3.110335312,-2.817203331,-1.053303146,-4.445926743,-3.042897491,-3.58251461,-5.16202034,-4.664974976,4.468464508,-3.215223198,-3.909533184
2079,ssp370-lowNTCF,-2.832759247,-2.981257248,-0.68304863,-4.356689148,-2.941245728,-3.437086525,-4.567830887,-4.704324341,4.806233826,-3.729391747,-3.901149221
2080,ssp370-lowNTCF,-2.91549202,-2.827339172,-0.993728256,-4.448009186,-3.103956299,-3.445164528,-4.731322708,-4.762944794,4.6682341,-3.176197701,-3.888957267
2081,ssp370-lowNTCF,-2.771600494,-2.747285461,-0.980949783,-4.516748123,-3.022242813,-3.292093315,-4.803644791,-4.740554047,4.468985596,-3.472031288,-3.823631745
2082,ssp370-lowNTCF,-2.835553131,-3.063765335,-0.866679001,-4.412109833,-3.122713928,-3.420879974,-4.640218582,-4.859762573,4.913446655,-3.377262764,-3.953651982
2083,ssp370-lowNTCF,-3.115638885,-2.979065132,-0.867925644,-4.701927261,-2.997860413,-3.864600029,-5.281151047,-5.016493607,4.900240936,-2.573005562,-4.109388063
2084,ssp370-lowNTCF,-3.239497147,-3.06424408,-1.051684189,-4.574858551,-3.040627365,-3.806316986,-5.601169815,-4.924778366,5.02808136,-3.290668373,-4.144381563
2085,ssp370-lowNTCF,-2.874253998,-3.197431374,-0.9403759,-4.551246719,-3.137984161,-3.689508095,-4.959160843,-4.726512527,5.283615723,-3.974499397,-4.111224556
2086,ssp370-lowNTCF,-2.690993652,-3.09112587,-0.759963608,-4.379843216,-3.021551208,-3.308579102,-4.465806808,-4.774807358,5.317050781,-3.996882896,-3.981137197
2087,ssp370-lowNTCF,-2.875888596,-3.170721436,-0.978911972,-4.595362167,-3.126791458,-3.597503891,-4.823355331,-4.976714706,5.130953827,-3.540978508,-4.096730118
2088,ssp370-lowNTCF,-3.208426437,-3.04008255,-1.305688095,-4.611554413,-3.252360611,-3.746477928,-5.418525925,-5.068862915,5.258141937,-3.444492226,-4.310950575
2089,ssp370-lowNTCF,-2.950125656,-2.967611694,-1.11607399,-4.629808884,-3.22658165,-3.807303848,-5.253795853,-5.054516983,5.788448944,-3.284833031,-4.182378998
2090,ssp370-lowNTCF,-2.63599144,-3.04980278,-1.102106094,-4.626792221,-3.189230423,-3.498229256,-4.829558029,-5.168351746,5.58743042,-4.102223854,-4.147904122
2091,ssp370-lowNTCF,-2.489226685,-2.949325752,-1.005794907,-4.440109711,-3.251218491,-3.364807358,-4.818760147,-5.144542313,5.713001862,-4.219195824,-4.105029507
2092,ssp370-lowNTCF,-2.500368271,-3.017443657,-1.069001389,-4.613676147,-3.247721939,-3.529634705,-4.775377121,-5.19022789,5.469155731,-3.6584338,-4.078124013
2093,ssp370-lowNTCF,-2.833168945,-3.0694067,-1.008014297,-4.652621536,-3.089642029,-3.705162659,-5.167820969,-4.992350388,5.574153748,-3.350743752,-4.237753054
2094,ssp370-lowNTCF,-2.904103622,-3.157742691,-1.217625046,-4.812396317,-3.230746155,-3.897541275,-5.319674911,-5.269374847,5.425463715,-3.345756416,-4.384073533
2095,ssp370-lowNTCF,-2.571166382,-3.232904243,-1.26343956,-4.68925293,-3.272818451,-3.606789055,-4.735543289,-5.19580307,5.773609009,-4.341528587,-4.350339945
2096,ssp370-lowNTCF,-2.718243942,-3.149614716,-1.303702927,-4.704301529,-3.181967621,-3.604098549,-5.009951248,-5.201428986,5.539876404,-4.023119621,-4.328357233
2097,ssp370-lowNTCF,-2.816142807,-3.313622665,-1.472253036,-4.748135834,-3.544596176,-3.673855629,-5.425151291,-5.404415512,5.775626984,-3.81518734,-4.418672729
2098,ssp370-lowNTCF,-2.861957321,-3.06776886,-1.385342789,-4.982085876,-3.368941956,-4.074879303,-5.113826981,-5.471207047,5.747235718,-3.389850883,-4.503111659
2099,ssp370-lowNTCF,-2.933475647,-2.941341782,-1.697081375,-5.111716919,-3.531853943,-3.881514015,-5.267647018,-5.646304321,5.587755432,-4.116056709,-4.560400156
2100,ssp370-lowNTCF,-2.754727325,-3.222243881,-1.370979691,-4.927251129,-3.613500671,-3.511980286,-5.463962784,-5.60434761,6.10953125,-3.902162437,-4.509467793
2015,ssp370-lowNTCFCH4,0.152498856,0.098039436,0.426223373,-0.067168884,0.368127365,0.181683121,0.006372604,-0.161227417,1.639723053,1.269853325,0.187335193
2016,ssp370-lowNTCFCH4,0.264943542,-0.039081764,0.651411057,-0.068970947,0.261565704,0.349794922,0.467477188,-0.184181976,1.783755341,0.868160362,0.097367696
2017,ssp370-lowNTCFCH4,0.136923447,-0.030770683,0.368864059,-0.059529953,0.250659103,0.246890411,0.352179489,-0.201155853,2.127308502,1.319593925,0.073238402
2018,ssp370-lowNTCFCH4,0.171417847,-0.132996559,0.865677261,0.176668091,0.382141037,0.208759842,0.44211937,-0.313322449,2.25049881,1.143870659,0.084100242
2019,ssp370-lowNTCFCH4,0.248636475,-0.181323051,0.792563248,-0.025108414,0.29782135,0.318860397,0.164837418,-0.261948395,2.325280609,1.002170677,0.14326035
2020,ssp370-lowNTCFCH4,0.387802734,-0.173940086,0.997378922,-0.138458328,0.409027786,0.423682556,0.650299606,-0.185959625,2.750626221,1.131624718,0.232088715
2021,ssp370-lowNTCFCH4,0.03201622,-0.130742073,1.024918747,-0.086711197,0.432149048,0.066894302,0.416406784,-0.281885147,2.59,2.052489586,0.096578617
2022,ssp370-lowNTCFCH4,0.079417267,-0.315464211,1.14295845,-0.325557404,0.261021729,-0.087104263,0.231229172,-0.626195526,2.855910339,1.81735508,-0.119471846
2023,ssp370-lowNTCFCH4,-0.257690201,-0.271745491,1.200097275,-0.600101547,-0.0712117,-0.125745621,-0.270985641,-0.89265976,3.044880524,1.624517174,-0.280140022
2024,ssp370-lowNTCFCH4,-0.121090851,-0.515667915,1.032619095,-0.750986557,-0.143644409,-0.247719803,-0.012366714,-1.057596588,2.489191284,1.516820259,-0.448932475
2025,ssp370-lowNTCFCH4,-0.42774025,-0.656724358,0.519868088,-1.37019165,-0.362995224,-0.481400909,-0.401642838,-1.63428421,2.186528625,1.422441216,-0.731060529
2026,ssp370-lowNTCFCH4,-0.75223938,-0.818387413,0.450424576,-1.531647186,-0.416148834,-0.702639618,-0.945446243,-1.646831894,2.567410126,0.86358387,-0.854600178
2027,ssp370-lowNTCFCH4,-0.875185928,-1.137393761,0.515620804,-1.700870209,-0.943311386,-0.754551926,-1.086870041,-2.050740814,2.40696701,0.299089928,-1.113082732
2028,ssp370-lowNTCFCH4,-0.922371826,-1.202445793,0.347066879,-2.377835541,-1.149213104,-1.110769882,-1.102826157,-2.591548538,2.696528473,0.736433144,-1.430413023
2029,ssp370-lowNTCFCH4,-1.431259308,-1.473062325,-0.085055161,-2.494966965,-1.583865051,-1.427393188,-1.960820999,-2.775687408,1.991293182,0.293364067,-1.730452993
2030,ssp370-lowNTCFCH4,-1.802294693,-1.92799015,-0.284566116,-3.229010468,-1.925540237,-1.64197258,-2.315252151,-3.336061859,1.581969299,-0.068069725,-2.122134775
2031,ssp370-lowNTCFCH4,-1.882119141,-1.966132164,-0.615365219,-3.252537994,-1.796490555,-1.609318771,-2.566696396,-3.347405624,1.7482901,-0.576825218,-2.203636484
2032,ssp370-lowNTCFCH4,-2.221551285,-1.926190376,-0.604072952,-3.399337845,-1.856399994,-1.849591675,-2.834914627,-3.473086548,1.962227478,0.026276512,-2.303359577
2033,ssp370-lowNTCFCH4,-2.297261581,-2.134665871,-0.865571213,-3.664096909,-2.232856445,-2.010013046,-3.103307571,-3.66800499,1.426024475,-0.393752937,-2.490407572
2034,ssp370-lowNTCFCH4,-2.271655045,-2.329427528,-0.93765831,-3.875055008,-2.416634064,-2.048523178,-3.174250259,-3.796666336,1.011642303,-1.369535713,-2.641352513
2035,ssp370-lowNTCFCH4,-2.466723022,-2.371053505,-1.190811539,-4.029673843,-2.591869812,-2.348550644,-3.440806046,-4.093109894,0.79242691,-0.790575294,-2.80757917
2036,ssp370-lowNTCFCH4,-2.929149017,-2.725768852,-1.474996567,-4.278110199,-2.923139267,-2.426345291,-4.329993668,-4.25760994,0.368010559,-0.686020927,-3.096194574
2037,ssp370-lowNTCFCH4,-3.031244049,-2.720482826,-1.771235275,-4.518201141,-3.083615189,-2.515022888,-4.250268784,-4.56703949,0.422710266,-1.765691643,-3.270756755
2038,ssp370-lowNTCFCH4,-3.244742737,-3.029018021,-1.911450577,-4.806701736,-2.991861038,-2.730048218,-4.15713295,-4.586857986,0.377210083,-1.760710411,-3.453632087
2039,ssp370-lowNTCFCH4,-3.519654236,-2.985115623,-1.878920364,-5.032908707,-3.462394791,-3.067074051,-4.840019455,-4.806783676,0.027234497,-1.534234123,-3.625268834
2040,ssp370-lowNTCFCH4,-3.760124741,-2.999739647,-2.358363724,-5.49105957,-3.867907791,-3.232556763,-5.262357559,-5.098298645,-0.265008698,-1.950301247,-3.886241082
2041,ssp370-lowNTCFCH4,-4.021513519,-3.270121765,-2.533066177,-5.50406044,-3.868140488,-3.366846313,-5.83144249,-5.193461609,-0.859990082,-1.918515282,-4.080087107
2042,ssp370-lowNTCFCH4,-4.398570404,-3.487892342,-2.913823318,-5.787015991,-4.232630234,-3.760820618,-6.529128494,-5.460837173,-0.922741089,-2.86423214,-4.357784237
2043,ssp370-lowNTCFCH4,-4.450028763,-3.815424728,-3.123421097,-6.111876755,-4.359354858,-3.705715027,-6.569143143,-5.871832275,-1.643002472,-3.443510704,-4.654726603
2044,ssp370-lowNTCFCH4,-4.616947708,-3.914291763,-3.080009842,-6.258427887,-4.40736969,-3.742921677,-6.865819778,-6.02242775,-1.52561203,-3.683141594,-4.67442737
2045,ssp370-lowNTCFCH4,-4.627346954,-4.127186966,-3.261589432,-6.364860992,-4.483230667,-3.890694656,-6.668946304,-6.125063705,-1.520411835,-3.828182487,-4.841245035
2046,ssp370-lowNTCFCH4,-5.268492279,-4.195783997,-3.935080338,-7.030139236,-5.186567001,-4.289776459,-7.917822495,-6.689623642,-2.247569427,-3.29926136,-5.249084254
2047,ssp370-lowNTCFCH4,-5.438979874,-4.073105431,-4.056402206,-6.812097626,-5.02364357,-4.362078323,-8.087748184,-6.511421585,-2.918010864,-4.243273048,-5.274995802
2048,ssp370-lowNTCFCH4,-5.46245285,-4.277936172,-4.185624313,-7.11332634,-5.178916245,-4.438138618,-8.180850449,-6.828152084,-2.957476959,-4.787977486,-5.486745252
2049,ssp370-lowNTCFCH4,-5.780586777,-4.602685738,-4.452978897,-7.686828308,-5.622713928,-4.679721107,-8.731559982,-7.103544998,-3.372503052,-4.521248512,-5.738906747
2050,ssp370-lowNTCFCH4,-6.254894028,-4.642877007,-4.688810349,-7.551515274,-5.591418152,-5.036751976,-9.566514053,-7.219927979,-3.897296295,-4.801574974,-5.960032646
2051,ssp370-lowNTCFCH4,-6.360516129,-4.93956337,-4.784626389,-7.771466522,-5.71263855,-5.255991402,-9.714672318,-7.299598312,-3.811691437,-5.117619591,-6.177413749
2052,ssp370-lowNTCFCH4,-6.400015793,-4.849241066,-4.854676437,-7.675207977,-5.806417542,-5.148236122,-9.616929092,-7.364260483,-3.702378998,-4.996710472,-6.136743806
2053,ssp370-lowNTCFCH4,-6.600691376,-4.812605667,-5.10254097,-8.124506454,-6.112323074,-5.237488976,-10.10287956,-7.52538147,-3.838749847,-5.060787849,-6.307990508
2054,ssp370-lowNTCFCH4,-6.62037941,-5.096936226,-5.25569191,-8.261146622,-6.038660889,-5.35554985,-10.08694901,-7.451082993,-3.460914764,-5.426061516,-6.410550981
2055,ssp370-lowNTCFCH4,-6.47974411,-4.891974068,-5.263744736,-8.131430893,-6.093359833,-5.123529282,-9.986006393,-7.672756958,-3.669619904,-5.520019035,-6.36209275
2056,ssp370-lowNTCFCH4,-6.403954468,-5.023331833,-5.355584335,-8.187024765,-6.287063293,-5.200840034,-9.79566597,-7.800384903,-3.824759827,-5.793279533,-6.369423335
2057,ssp370-lowNTCFCH4,-6.701452026,-4.929600906,-5.424197006,-8.254212265,-6.257356339,-5.248215523,-10.44256844,-7.697091293,-4.223550568,-5.388620644,-6.414545657
2058,ssp370-lowNTCFCH4,-6.920214233,-5.082721901,-5.587288284,-8.273104935,-6.327061157,-5.303541412,-10.51756882,-7.808703995,-3.671550903,-5.240429955,-6.554780492
2059,ssp370-lowNTCFCH4,-6.619973526,-5.151496124,-5.671714401,-8.148331528,-6.260929184,-5.220701828,-9.942445602,-8.036885071,-3.567749939,-6.208476143,-6.589420978
2060,ssp370-lowNTCFCH4,-6.59633728,-5.337882614,-5.822929001,-8.364321213,-6.58270462,-5.277962723,-10.09816231,-8.188703918,-3.711501465,-5.580514412,-6.594040535
2061,ssp370-lowNTCFCH4,-7.107411346,-5.15682869,-5.895029831,-8.578547745,-6.460115891,-5.572821655,-11.03908371,-8.286451721,-4.239542542,-5.500018959,-6.803652303
2062,ssp370-lowNTCFCH4,-7.222680054,-5.308428383,-6.037031174,-8.57867363,-6.47729538,-5.727818146,-11.09965958,-8.124908829,-3.532397614,-5.59997776,-6.930254261
2063,ssp370-lowNTCFCH4,-7.027266083,-5.24027977,-6.079266739,-8.796910172,-6.627626495,-5.644308319,-10.87270302,-8.325653458,-3.6047258,-5.862147408,-6.886265215
2064,ssp370-lowNTCFCH4,-7.125435791,-5.452186966,-6.118829727,-8.746304016,-6.807804947,-5.65498661,-10.80985817,-8.472793579,-3.626925812,-5.999720268,-7.029350295
2065,ssp370-lowNTCFCH4,-7.192893372,-5.225474358,-6.302800369,-8.824342804,-6.694648056,-5.702504768,-11.07128014,-8.304377365,-3.508291016,-5.692602043,-6.922422796
2066,ssp370-lowNTCFCH4,-7.08328186,-5.283678818,-6.315843582,-8.700114899,-6.884001236,-5.646084251,-11.1363932,-8.519864655,-3.481349335,-5.794062309,-7.038793847
2067,ssp370-lowNTCFCH4,-7.313975296,-5.318972206,-6.485832596,-9.039690475,-6.843035583,-5.736425056,-11.36055588,-8.670214081,-3.910549316,-6.066149406,-7.095079871
2068,ssp370-lowNTCFCH4,-7.294351349,-5.573764992,-6.493434525,-8.908355026,-6.844207458,-5.841285934,-11.16850037,-8.495818329,-3.479891357,-6.125989037,-7.127903334
2069,ssp370-lowNTCFCH4,-7.31584259,-5.493226433,-6.587448502,-9.088666229,-6.814002304,-5.849328461,-11.06463493,-8.573898315,-3.215619812,-5.899174767,-7.200102982
2070,ssp370-lowNTCFCH4,-7.53641983,-5.463778877,-6.478622055,-8.899900131,-6.855970459,-5.919302025,-11.45106682,-8.680454636,-3.238966522,-6.04179142,-7.223860039
2071,ssp370-lowNTCFCH4,-7.514335785,-5.533866882,-6.710905075,-9.129933243,-6.952597122,-6.030678787,-11.63547577,-8.790654373,-3.452118835,-5.812854652,-7.266580658
2072,ssp370-lowNTCFCH4,-7.512752304,-5.687518311,-6.915264511,-9.156040649,-7.044510345,-6.02496418,-11.45734314,-8.869101715,-3.64030777,-6.209543877,-7.406968486
2073,ssp370-lowNTCFCH4,-7.504975662,-5.645013428,-6.681268692,-9.231586914,-6.926562958,-5.982982674,-11.44185928,-8.701334381,-3.489645538,-6.164813881,-7.295990116
